dynasty,period,book_name,author,full_book_info,variant,count,total_chars,frequency_per_10k,file_count,recalc_freq_per_10k
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),門,6,15453,3.8827412152980005,1,3.8827412152980005
元,元代,九靈山房集,元,九靈山房集 (元),們,0,204391,0.0,31,0.0
元,元代,九靈山房集,元,九靈山房集 (元),偉,12,204391,0.6852204110027621,31,0.5871099999510742
元,元代,九靈山房集,元,九靈山房集 (元),弭,2,204391,0.09125781615330908,31,0.09785166665851236
元,元代,九靈山房集,元,九靈山房集 (元),彌,10,204391,0.383950977023867,31,0.48925833329256185
元,元代,九靈山房集,元,九靈山房集 (元),懣,0,204391,0.0,31,0.0
元,元代,九靈山房集,元,九靈山房集 (元),每,30,204391,1.5245522117098347,31,1.4677749998776854
元,元代,九靈山房集,元,九靈山房集 (元),滿,26,204391,1.3833668412441469,31,1.2720716665606606
元,元代,九靈山房集,元,九靈山房集 (元),瞞,0,204391,0.0,31,0.0
元,元代,九靈山房集,元,九靈山房集 (元),輩,0,204391,0.0,31,0.0
元,元代,九靈山房集,元,九靈山房集 (元),門,80,204391,3.7207600452267475,31,3.914066666340495
元,元代,乾元子三始論,,乾元子三始論,們,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,偉,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,弭,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,彌,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,懣,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,每,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,滿,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,瞞,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,輩,0,714,0.0,1,0.0
元,元代,乾元子三始論,,乾元子三始論,門,0,714,0.0,1,0.0
元,元代,五峰集,李孝光,五峰集 (李孝光),們,0,99335,0.0,6,0.0
元,元代,五峰集,李孝光,五峰集 (李孝光),偉,3,99335,0.17945588974230134,6,0.30200835556450395
元,元代,五峰集,李孝光,五峰集 (李孝光),弭,4,99335,0.2636922282831117,6,0.40267780741933856
元,元代,五峰集,李孝光,五峰集 (李孝光),彌,2,99335,0.15121958596077364,6,0.20133890370966928
元,元代,五峰集,李孝光,五峰集 (李孝光),懣,0,99335,0.0,6,0.0
元,元代,五峰集,李孝光,五峰集 (李孝光),每,1,99335,0.2602540079117218,6,0.10066945185483464
元,元代,五峰集,李孝光,五峰集 (李孝光),滿,3,99335,0.446079257846683,6,0.30200835556450395
元,元代,五峰集,李孝光,五峰集 (李孝光),瞞,0,99335,0.0,6,0.0
元,元代,五峰集,李孝光,五峰集 (李孝光),輩,8,99335,0.7034021259371349,6,0.8053556148386771
元,元代,五峰集,李孝光,五峰集 (李孝光),門,43,99335,6.988060711605606,6,4.328786429757891
元,元代,五經說,元,五經說 (元),們,0,55635,0.0,8,0.0
元,元代,五經說,元,五經說 (元),偉,0,55635,0.0,8,0.0
元,元代,五經說,元,五經說 (元),弭,0,55635,0.0,8,0.0
元,元代,五經說,元,五經說 (元),彌,0,55635,0.0,8,0.0
元,元代,五經說,元,五經說 (元),懣,0,55635,0.0,8,0.0
元,元代,五經說,元,五經說 (元),每,8,55635,1.0536883582351866,8,1.4379437404511548
元,元代,五經說,元,五經說 (元),滿,1,55635,0.1066370926463061,8,0.17974296755639435
元,元代,五經說,元,五經說 (元),瞞,0,55635,0.0,8,0.0
